pl_name,hostname,pl_refname,pl_pubdate,soltype,pl_controv_flag,default_flag,discoverymethod,disc_year,disc_telescope,disc_facility,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orblper,pl_orbincl,pl_imppar,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_masse,pl_msinie,pl_dens,pl_insol,pl_eqt,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_radv,st_spectype,sy_jmag,sy_hmag,sy_kmag,sy_vmag,sy_gaiamag
"TOI-2803 A b","TOI-2803 A","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",93.1147397,-23.4924956,1.96229325000,0.00000082000,-0.00000082000,0.0318500000,0.0005200000,-0.0005200000,0.000000,,89.00000,0.097000,18.11371281,0.38110534,-0.35868738,309.88269682,26.37975778,-22.24798849,309.88269682,,0.287000,2150.0000,1893.00,2459207.68640000,0.00022000,-0.00023000,"BJD-TDB",3.0910000,146.70000,6280.00,1.245000,1.118000,-0.1050,,,11.6070000,11.3550000,11.2820000,12.5370000,12.4272000
"TOI-2818 b","TOI-2818","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",119.0598183,-35.1167104,4.03970900000,0.00000240000,-0.00000230000,0.0493000000,0.0010000000,-0.0008000000,0.000000,,87.73000,0.340000,15.27784069,0.51561311,-0.50440413,225.65816897,82.63538582,-82.63538582,225.65816897,,0.340000,598.0000,1376.00,2459023.44641000,0.00025000,-0.00025000,"BJD-TDB",3.8040000,91.00000,5721.00,1.229000,0.977000,-0.0200,,,10.7430000,10.4540000,10.4030000,11.9370000,11.8367000
"TOI-2842 b","TOI-2842","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",108.0442066,-10.6393400,3.55140580000,0.00000770000,-0.00000780000,0.0475000000,0.0010000000,-0.0011000000,0.000000,,84.42000,0.785000,12.84549188,0.57165802,-0.53803107,117.59651059,16.52707716,-14.93793513,117.59651059,,0.304000,781.8000,1471.00,2459172.17909000,0.00077000,-0.00077000,"BJD-TDB",2.5750000,45.20000,5910.00,1.265000,1.135000,0.2330,,,11.4100000,11.1520000,11.0620000,12.5900000,12.4636000
"TOI-2876 b","TOI-2876","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",110.2473528,-21.1146384,6.29964310000,0.00000700000,-0.00000700000,0.0654000000,0.0009000000,-0.0011000000,0.130000,,87.13000,0.806000,9.63972340,0.33626942,-0.31385146,54.03082919,16.52707716,-16.52707716,54.03082919,,0.330000,124.2000,929.00,2459109.77217000,0.00044000,-0.00044000,"BJD-TDB",2.2490000,19.50000,5271.00,0.873000,0.939000,0.3530,,,10.9370000,10.5500000,10.4430000,12.4010000,12.2566000
"TOI-2886 b","TOI-2886","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",110.0076569,-10.5698414,1.60200105000,0.00000044000,-0.00000043000,0.0287100000,0.0004400000,-0.0005100000,0.110000,,87.80000,0.190000,18.64053490,0.45956821,-0.39231432,444.95976980,73.10053361,-73.10053361,444.95976980,,0.377000,2560.0000,1978.00,2459311.01449000,0.00014000,-0.00014000,"BJD-TDB",2.7840000,212.00000,6240.00,1.241000,1.229000,0.2840,,,11.2060000,10.9770000,10.9180000,12.2650000,12.1953000
"TOI-2969 b","TOI-2969","<a refstr=FRENSCH_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.118F/abstract target=ref>Frensch et al. 2025</a>","2025-08","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",150.0626247,-47.4452436,1.82371460000,0.00000020000,-0.00000020000,0.0261000000,0.0002000000,-0.0002000000,0.000000,,84.90000,0.713000,12.32987877,0.89671846,-0.89671846,368.68095212,12.71313628,-12.71313628,368.68095212,,1.100000,382.0000,1186.00,2459303.30015000,0.00009000,-0.00008000,"BJD-TDB",1.8460000,243.00000,4738.00,0.700000,0.710000,0.0800,52.04300,"K3 V",10.9550000,10.3850000,10.2500000,12.7960000,12.6195000
"TOI-2977 b","TOI-2977","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",143.9265177,-60.3574758,2.35056140000,0.00000250000,-0.00000250000,0.0338600000,0.0006700000,-0.0005000000,0.000000,,89.19000,0.097000,13.15934334,0.34747840,-0.30264248,533.95172376,82.63538582,-79.45710175,533.95172376,,1.280000,947.8000,1544.00,2459373.83677000,0.00029000,-0.00029000,"BJD-TDB",2.9340000,266.00000,5691.00,1.073000,0.936000,0.0130,,,11.1280000,10.7760000,10.6660000,12.6334000,12.4443000
"TOI-2981 b","TOI-2981","<a refstr=MANTOVAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A..67M/abstract target=ref>Mantovan et al. 2024</a>","2024-11","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",163.4873940,-25.5245988,3.60150100000,0.00000200000,-0.00000200000,0.0480000000,0.0020000000,-0.0020000000,0.035000,28.0000,87.98000,0.340000,13.40000000,0.42000000,-0.42000000,638.00000000,33.00000000,-33.00000000,638.00000000,,1.460000,,1358.00,2459302.71950000,0.00040000,-0.00040000,"BJD",3.0700000,260.60000,5940.00,1.080000,1.030000,-0.1100,9.31000,,12.0950000,11.8600000,11.7800000,13.3610000,13.1868000
"TOI-2986 b","TOI-2986","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",163.7715605,-6.4784524,3.27836620000,0.00000440000,-0.00000430000,0.0448900000,0.0009600000,-0.0008800000,0.140000,,88.80000,0.140000,9.29224500,0.25780656,-0.23538859,96.61983573,21.29450327,-27.33324300,96.61983573,,0.660000,1156.0000,1622.00,2459537.62548000,0.00072000,-0.00071000,"BJD-TDB",3.9580000,38.00000,5906.00,1.458000,1.122000,0.0950,,,11.5180000,11.2160000,11.1870000,12.6330000,12.4758000
"TOI-2989 b","TOI-2989","<a refstr=FRENSCH_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.118F/abstract target=ref>Frensch et al. 2025</a>","2025-08","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",171.2316754,-27.0623619,3.12283200000,0.00000100000,-0.00000100000,0.0384000000,0.0003000000,-0.0003000000,0.000000,,88.10000,0.360000,12.55405838,0.56044903,-0.56044903,953.48522100,63.56568140,-63.56568140,953.48522100,,2.700000,124.0000,1001.00,2459302.22420000,0.00020000,-0.00020000,"BJD",2.6800000,503.00000,4672.00,0.760000,0.770000,-0.0400,-9.68000,"K4 V",11.5880000,10.9930000,10.8610000,13.8590000,13.4755000
"TOI-2992 b","TOI-2992","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",164.3165643,-32.3224375,3.00781200000,0.00000190000,-0.00000190000,0.0434000000,0.0009000000,-0.0013000000,0.089000,,86.10000,0.410000,13.75341932,0.50440413,-0.50440413,1058.36859531,123.95307873,-123.95307873,1058.36859531,,2.230000,1484.0000,1726.00,2459503.55851000,0.00037000,-0.00038000,"BJD-TDB",3.8400000,414.00000,6000.00,1.545000,1.210000,0.0840,,,11.3560000,11.0920000,11.0270000,12.6030000,12.3899000
"TOI-3023 b","TOI-3023","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",165.3158231,-72.3567044,3.90149710000,0.00000310000,-0.00000310000,0.0505000000,0.0015000000,-0.0009000000,0.000000,,88.90000,0.130000,16.43236571,0.48198617,-0.35868738,197.05361234,31.78284070,-28.60455663,197.05361234,,0.245000,1084.0000,1596.00,2459071.19220000,0.00030000,-0.00030000,"BJD-TDB",4.9610000,74.00000,5760.00,1.668000,1.120000,0.0850,,,10.6800000,10.3120000,10.2430000,12.2520000,12.0336000
"TOI-3071 b","TOI-3071","<a refstr=HACKER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.1612H/abstract target=ref>Hacker et al. 2024</a>","2024-08","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",173.2790517,-56.5033871,1.26693800000,0.00000200000,-0.00000200000,0.0249000000,0.0001000000,-0.0001000000,0.090000,,82.10000,0.560000,7.16000000,0.57000000,-0.51000000,68.20000000,3.50000000,-3.50000000,68.20000000,67.60000000,1.020000,,2155.00,2458594.60800000,0.00200000,-0.00200000,"BJD",1.8500000,33.70000,6177.00,1.310000,1.290000,0.3500,,,11.3140000,11.0660000,11.0050000,12.3830000,12.2766000
"TOI-3082 b","TOI-3082","<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>","2026-03","Published Confirmed",0,0,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",195.9080719,-19.2189845,1.92678244116,0.00000701070,-0.00000658847,,,,,,86.75277,0.454603,3.39719045,0.33161845,-0.27976349,,,,,,,,,2459324.53418781,0.00115778,-0.00118863,"BJD",1.7631790,,4500.35,0.684655,,,,,10.6590000,10.0400000,9.8810000,12.9340000,12.5313000
"TOI-3082 b","TOI-3082","<a refstr=MISTRY_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....9M/abstract target=ref>Mistry et al. 2023</a>","2023-07","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",195.9080719,-19.2189845,1.92690700000,0.00012800000,-0.00013400000,,,,,,87.63000,0.355000,3.66210000,0.14640000,-0.14480000,,,,,,,,1032.78,2459309.11990000,0.00100000,-0.00100000,"BJD",,,4263.00,0.684700,0.664000,0.1700,,,10.6590000,10.0400000,9.8810000,12.9340000,12.5313000
"TOI-3135 b","TOI-3135","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",207.8592276,-69.7725635,3.70655850000,0.00000130000,-0.00000130000,0.0475600000,0.0006300000,-0.0007300000,0.240000,,85.69000,0.779600,13.65253849,0.33626942,-0.33626942,327.36325921,95.34852210,-85.81366989,327.36325921,,0.700000,464.0000,1292.00,2459595.16441000,0.00018000,-0.00018000,"BJD-TDB",2.2300000,130.00000,5890.00,0.985000,1.044000,0.0710,,,10.4430000,10.0520000,10.0090000,11.7900000,11.5801000
"TOI-3160 A b","TOI-3160 A","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",224.5658555,-27.6825503,3.97128100000,0.00000250000,-0.00000250000,0.0505000000,0.0012000000,-0.0012000000,0.180000,,84.63000,0.755000,13.76462830,0.51561311,-0.50440413,378.21580433,50.85254512,-47.67426105,378.21580433,,0.790000,933.0000,1539.00,2459609.98510000,0.00035000,-0.00035000,"BJD-TDB",2.9950000,144.00000,6190.00,1.346000,1.088000,-0.1140,,,11.2870000,11.0040000,10.8940000,12.6490000,12.3708000
"NGTS-27 b","NGTS-27","<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>","2024-04","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",206.0265266,-32.5229747,3.37041810000,0.00000590000,-0.00000570000,0.0446000000,0.0026000000,-0.0036000000,0.000000,,86.20000,,15.64773706,0.42594127,-0.39231432,188.47224535,30.19369866,-22.88364530,188.47224535,,0.266000,1680.0000,1783.00,2458540.65730000,0.00100000,-0.00110000,"BJD",4.8880000,76.50000,5700.00,1.770000,1.070000,0.0000,-22.90440,,12.2480000,11.8580000,11.8590000,13.5230000,13.3475000
"TOI-3235 b","TOI-3235","<a refstr=HOBSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...4H/abstract target=ref>Hobson et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",207.4738488,-46.0665139,2.59261842000,0.00000041000,-0.00000041000,0.0270900000,0.0004600000,-0.0004600000,0.029000,,88.14000,0.511000,11.39953337,0.49319515,-0.49319515,211.35589065,7.94571018,-7.94571018,211.35589065,,0.780000,,604.00,2459690.00173000,0.00004500,-0.00004500,"BJD-TDB",1.4800000,182.90000,3388.80,0.369700,0.393900,0.2640,,"M V",11.7060000,11.0990000,10.8190000,15.1600000,14.4858000
"TOI-3261 b","TOI-3261","<a refstr=NABBIE_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..132N/abstract target=ref>Nabbie et al. 2024</a>","2024-09","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",47.7285242,-73.5319720,0.88313310000,0.00000100000,-0.00000100000,0.0171400000,0.0001300000,-0.0002000000,0.000000,0.0000,87.80000,0.170000,3.82000000,0.42000000,-0.35000000,30.30000000,2.20000000,-2.40000000,30.30000000,,3.000000,1466.0000,1722.00,2459112.40036000,0.00063000,-0.00101000,"BJD",1.6180000,22.10000,5068.00,0.849000,0.861000,0.1380,,"K1.5+/-1",11.6640000,11.2710000,11.1840000,13.2610000,13.0582000
"TOI-3288 b","TOI-3288","<a refstr=FRENSCH_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A..73F/abstract target=ref>Frensch et al. 2026</a>","2026-03","Published Confirmed",0,0,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",297.1103158,-43.0180008,1.43386350000,0.00000040000,-0.00000040000,0.0215000000,0.0001000000,-0.0001000000,0.000000,,89.10000,0.110000,11.20898070,0.33626942,-0.33626942,670.61793877,25.42627256,-25.42627256,670.61793877,,2.600000,239.0000,1059.00,2459057.73100000,0.00020000,-0.00020000,"BJD",1.9300000,511.00000,3933.00,0.670000,0.640000,0.2700,,"K9 V",12.0430000,11.4210000,11.2010000,14.9790000,14.2497000
"TOI-3288 b","TOI-3288","<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>","2026-04","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",297.1103158,-43.0180008,1.43386470000,0.00000030000,-0.00000030000,0.0228500000,0.0008900000,-0.0009200000,0.021000,174.0000,89.00000,0.128000,12.24020692,0.36989636,-0.36989636,536.17652261,36.23243840,-34.64329636,536.17652261,,1.600000,213.8000,973.00,2460343.90690000,0.00010000,-0.00010000,"BJD",1.7370000,433.00000,4072.00,0.672000,0.643000,0.6500,,"M0&plusmn;0.5",12.0430000,11.4210000,11.2010000,14.9790000,14.2497000
"TOI-3321 b","TOI-3321","<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>","2024-07","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",265.7603351,-65.0082516,3.65251450000,0.00000270000,-0.00000280000,0.0470000000,0.0012000000,-0.0010000000,0.054000,12.0000,86.33000,0.420000,15.55806521,0.78462865,-0.71737476,176.07693748,24.15495893,-23.83713052,176.07693748,,0.255000,,1616.00,2458940.81751000,0.00039000,-0.00036000,"BJD-TDB",4.3100000,71.00000,5850.00,1.549000,1.041000,-0.1030,,,10.0460000,9.7180000,9.6700000,11.0760000,11.0932000
"TOI-3331 A b","TOI-3331 A","<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>","2022-08","Published Confirmed",0,1,"Transit",2022,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",271.3241672,-34.1071710,2.01802310000,0.00000430000,-0.00000440000,0.0314400000,0.0004800000,-0.0005500000,0.000000,,85.40000,0.569000,12.97999965,0.48198617,-0.48198617,721.47048389,50.85254512,-50.85254512,721.47048389,,1.820000,818.5000,1488.00,2459371.65300000,0.00020000,-0.00020000,"BJD-TDB",2.1230400,360.00000,5609.00,0.952000,1.016000,0.1480,,,10.3480000,10.0680000,9.9140000,11.6350000,11.8314000
"TOI-3353.01","TOI-3353","<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>","2024-05","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",106.5298146,-75.8195594,4.66579650000,,,0.0601182180,,,,,,,2.66675550,0.23077600,-0.23077600,,,,,,,313.0426,1264.36,,,,,3.0411764,,6365.00,1.020700,1.332089,,,,8.1470000,7.8880000,7.7790000,9.3270000,9.2384700
"TOI-3364 b","TOI-3364","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",144.5377709,-49.3352226,5.87689180000,0.00000690000,-0.00000690000,0.0675000000,0.0011000000,-0.0016000000,0.000000,,88.79000,0.220000,12.22899794,0.42594127,-0.35868738,530.77343969,38.13940884,-41.31769291,530.77343969,,1.600000,425.0000,1264.00,2459090.99481000,0.00040000,-0.00041000,"BJD-TDB",4.6460000,168.00000,5706.00,1.419000,1.186000,0.3870,,,10.1560000,9.8760000,9.7830000,11.8750000,11.2945000
"TOI-3464 b","TOI-3464","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",234.4830357,-44.7899772,3.65155680000,0.00000600000,-0.00000610000,0.0515000000,0.0012000000,-0.0013000000,0.250000,,82.89000,0.877000,13.76462830,0.63891190,-0.59407598,397.28550875,85.81366989,-82.63538582,397.28550875,,0.830000,1370.0000,1693.00,2459703.56516000,0.00080000,-0.00080000,"BJD-TDB",2.5080000,133.00000,6370.00,1.560000,1.363000,0.0450,,,11.4130000,11.1180000,11.0950000,12.7310000,12.5094000
"TOI-3474 b","TOI-3474","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",233.5033482,-47.9636597,3.87951050000,0.00000450000,-0.00000450000,0.0502000000,0.0010000000,-0.0010000000,0.130000,,89.33000,0.100000,14.67255574,0.36989636,-0.35868738,193.87532827,44.49597698,-47.67426105,193.87532827,,0.337000,740.0000,1451.00,2459789.28867000,0.00042000,-0.00042000,"BJD-TDB",3.7990000,73.00000,6020.00,1.256000,1.121000,0.1460,,,11.2820000,10.9730000,10.9430000,12.5310000,12.4418000
"TOI-3486 b","TOI-3486","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",249.4432035,-59.3051077,2.21778105000,0.00000088000,-0.00000088000,0.0313800000,0.0004600000,-0.0004300000,0.078000,,85.20000,0.718000,10.57006880,0.33626942,-0.32506044,99.16246298,18.11621920,-17.79839079,99.16246298,,0.460000,334.0000,1190.00,2459797.24218000,0.00018000,-0.00018000,"BJD-TDB",1.7170000,54.50000,4930.00,0.788000,0.837000,0.2830,,,10.6010000,10.1310000,10.0040000,12.3290000,12.1144000
"TOI-3493 b","TOI-3493","<a refstr=CHATURVEDI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...697A.169C/abstract target=ref>Chaturvedi et al. 2025</a>","2025-05","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",205.7990331,-22.5854441,8.15946670000,0.00000160000,-0.00000170000,,,,,,89.25000,0.180000,3.22000000,0.08000000,-0.08000000,8.97000000,1.17000000,-1.20000000,8.97000000,,1.470000,245.0000,1102.00,2459313.04674550,0.00124770,-0.00123980,"BJD",,2.81000,5844.00,1.228000,1.023000,0.0300,,"G1/2 V",8.1270000,7.8910000,7.7760000,9.3170000,9.1202900
"TOI-3523 A b","TOI-3523 A","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",304.2834581,42.9065338,2.30458952000,0.00000082000,-0.00000082000,0.0355900000,0.0007600000,-0.0008400000,0.047000,,88.30000,0.160000,15.97279750,0.41473229,-0.39231432,435.42491759,38.13940884,-34.96112477,435.42491759,,0.587000,2590.0000,1984.00,2460417.45562000,0.00014000,-0.00014000,"BJD-TDB",3.6500000,194.00000,6450.00,1.448000,1.131000,-0.3660,,,11.4490000,11.2300000,11.1460000,12.5600000,12.4946000
"TOI-3540 A b","TOI-3540 A","<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>","2022-08","Published Confirmed",0,1,"Transit",2022,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",328.9113712,28.1794996,3.11999900000,0.00000790000,-0.00000790000,0.0428900000,0.0009200000,-0.0009300000,0.000000,,81.93000,1.073000,23.53885947,,,375.03752026,44.49597698,-44.49597698,375.03752026,,0.065000,841.3000,1498.00,2459109.14114000,0.00089000,-0.00089000,"BJD-TDB",1.9008000,155.00000,5810.00,1.228000,1.081000,0.1760,,,10.2370000,9.8990000,9.7840000,11.5140000,11.4036000
"TOI-3568 b","TOI-3568","<a refstr=MARTIOLI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.312M/abstract target=ref>Martioli et al. 2024</a>","2024-10","Published Confirmed",0,1,"Transit",2024,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",322.6023682,34.7395805,4.41796500000,0.00000500000,-0.00000500000,0.0485000000,0.0004000000,-0.0004000000,0.035000,-0.9000,89.20000,0.500000,5.30000000,0.27000000,-0.27000000,26.40000000,1.00000000,-1.00000000,26.40000000,,0.980000,,899.00,2459799.38340000,0.00060000,-0.00060000,"BJD",2.4500000,12.10000,4969.00,0.719000,0.780000,-0.0100,-97.80000,,11.1890000,10.6580000,10.5810000,12.8790000,12.7000000
"TOI-3593 b","TOI-3593","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",331.5063640,34.2116583,3.82128670000,0.00000160000,-0.00000160000,0.0481000000,0.0005800000,-0.0007000000,0.105000,62.0000,88.09000,0.340000,11.02963701,0.31385146,-0.29143350,565.73456446,28.60455663,-41.31769291,565.73456446,,2.310000,308.0000,1170.00,2460055.72703000,0.00016000,-0.00016000,"BJD-TDB",2.4860000,230.00000,5550.00,0.918000,1.015000,0.3840,,,10.7300000,10.3790000,10.2660000,12.2010000,12.0344000
"TOI-3682 b","TOI-3682","<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2025,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",50.2752271,25.2972658,3.34624060000,0.00000230000,-0.00000230000,0.0480000000,0.0006000000,-0.0015000000,0.220000,,85.51000,0.464000,12.80065596,0.40352331,-0.39231432,69.28659273,23.83713052,-25.42627256,69.28659273,,0.181000,1258.0000,1657.00,2459692.65921000,0.00029000,-0.00029000,"BJD-TDB",4.1760000,24.80000,5703.00,1.735000,1.320000,0.4160,,,10.5330000,10.1640000,10.0620000,11.6780000,11.8754000
"TOI-3688 A b","TOI-3688 A","<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>","2023-03","Published Confirmed",0,1,"Transit",2023,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",39.2823371,54.8512152,3.24607500000,0.00001200000,-0.00001200000,0.0456000000,0.0008900000,-0.0009800000,0.000000,,87.90000,0.270000,13.08088048,0.53803107,-0.49319515,311.47183886,31.78284070,-34.96112477,311.47183886,,0.760000,924.3000,1534.00,2459108.05070000,0.00140000,-0.00140000,"BJD-TDB",3.4820000,119.00000,5950.00,1.302000,1.199000,0.2620,,,11.1290000,10.8190000,10.7320000,12.2410000,12.3686000
